"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Staunton City Public Schools","Arthur R. Ware Elementary","Achievement Gap - Math","Students with Disabilities",SCH,42,8,46,,96,4
2022,"Staunton City Public Schools","Arthur R. Ware Elementary","Achievement Gap - Math",White,SCH,69,3,23,,95,5
2022,"Staunton City Public Schools","Bessie Weller Elementary","Academic Achievement - English","All Students",SCH,60,6,19,1,86,14
2022,"Staunton City Public Schools","Bessie Weller Elementary","Academic Achievement - Math","All Students",SCH,55,12,21,,87,13
2022,"Staunton City Public Schools","Bessie Weller Elementary","Academic Achievement - Science","All Students",SCH,52,,,,,
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English",Black,SCH,50,7,30,0,86,14
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,54,3,24,0,82,18
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English","English Learners",SCH,53,6,35,6,100,0
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English",Hispanic,SCH,38,0,46,8,92,8
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English","Multiple Races",SCH,63,13,13,0,88,12
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English","Students with Disabilities",SCH,40,12,28,0,80,20
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - English",White,SCH,66,4,13,0,82,18
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math",Black,SCH,41,18,27,,86,14
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,49,14,20,,83,17
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math","English Learners",SCH,65,10,20,,95,5
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math",Hispanic,SCH,67,13,20,,100,0
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math","Multiple Races",SCH,47,16,22,,84,16
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math","Students with Disabilities",SCH,42,12,23,,77,23
2022,"Staunton City Public Schools","Bessie Weller Elementary","Achievement Gap - Math",White,SCH,60,7,19,,86,14
2022,"Staunton City Public Schools","Shelburne Middle","Academic Achievement - English","All Students",SCH,66,6,12,0,85,15
2022,"Staunton City Public Schools","Shelburne Middle","Academic Achievement - Math","All Students",SCH,54,11,20,,85,15
2022,"Staunton City Public Schools","Shelburne Middle","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English",Black,SCH,45,12,18,0,75,25
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English","Economically Disadvantaged",SCH,54,8,19,0,81,19
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English","English Learners",SCH,42,17,25,8,92,8
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English",Hispanic,SCH,56,20,15,2,93,7
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English","Multiple Races",SCH,70,8,12,0,91,9
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English","Students with Disabilities",SCH,32,11,24,0,67,33
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - English",White,SCH,72,3,10,0,84,16
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math",Black,SCH,30,14,31,,75,25
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,42,11,27,,81,19
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math","English Learners",SCH,31,15,54,,100,0
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math",Hispanic,SCH,44,13,28,,85,15
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math","Multiple Races",SCH,57,12,21,,90,10
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math","Students with Disabilities",SCH,21,7,41,,69,31
2022,"Staunton City Public Schools","Shelburne Middle","Achievement Gap - Math",White,SCH,60,11,16,,87,13
2022,"Staunton City Public Schools","Staunton High","Academic Achievement - English","All Students",SCH,90,0,0,0,90,10
2022,"Staunton City Public Schools","Staunton High","Academic Achievement - Math","All Students",SCH,74,0,0,,74,26
2022,"Staunton City Public Schools","Staunton High","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English",Black,SCH,82,1,0,1,85,15
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English","Economically Disadvantaged",SCH,88,1,0,0,89,11
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English",Hispanic,SCH,93,0,0,0,93,7
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English","Multiple Races",SCH,93,0,0,0,93,7
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English","Students with Disabilities",SCH,67,0,0,0,67,33
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - English",White,SCH,90,0,0,0,90,10
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math",Black,SCH,66,0,0,,66,34
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math","Economically Disadvantaged",SCH,64,1,0,,65,35
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math",Hispanic,SCH,52,0,0,,52,48
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math","Multiple Races",SCH,69,3,0,,72,28
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math","Students with Disabilities",SCH,39,0,0,,39,61
2022,"Staunton City Public Schools","Staunton High","Achievement Gap - Math",White,SCH,80,0,0,,80,20
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Academic Achievement - English","All Students",SCH,79,2,10,0,91,9
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Academic Achievement - Math","All Students",SCH,81,4,12,,98,2
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English",Black,SCH,43,0,36,0,79,21
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,62,5,20,0,86,14
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English","Multiple Races",SCH,52,0,33,0,86,14
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English","Students with Disabilities",SCH,50,4,25,0,79,21
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - English",White,SCH,86,2,5,0,93,7
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math",Black,SCH,41,18,41,,100,0
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,70,10,19,,99,1
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math","Multiple Races",SCH,64,0,27,,91,9
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math","Students with Disabilities",SCH,52,8,32,,92,8
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Achievement Gap - Math",White,SCH,87,3,8,,99,1
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Academic Achievement - English","All Students",SCH,52,5,20,0,78,22
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Academic Achievement - Math","All Students",SCH,41,8,36,,85,15
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Academic Achievement - Science","All Students",SCH,34,,,,,
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - English",Black,SCH,51,5,21,0,78,22
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,49,6,21,0,76,24
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - English","Students with Disabilities",SCH,24,0,41,0,65,35
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - English",White,SCH,54,8,15,0,77,23
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - Math",Black,SCH,38,8,39,,86,14
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,33,7,40,,80,20
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - Math","Students with Disabilities",SCH,6,0,59,,65,35
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Achievement Gap - Math",White,SCH,54,8,8,,69,31
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Academic Achievement - English","All Students",SCH,75,1,5,0,82,18
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Academic Achievement - Math","All Students",SCH,63,13,12,,89,11
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English",Asian,SCH,75,8,8,0,92,8
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English",Black,SCH,69,1,7,0,76,24
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English","Economically Disadvantaged",SCH,64,1,8,0,73,27
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English","English Learners",SCH,68,5,16,11,100,0
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English",Hispanic,SCH,80,1,2,2,86,14
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English","Multiple Races",SCH,76,1,4,0,82,18
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English","Students with Disabilities",SCH,33,1,21,1,56,44
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - English",White,SCH,90,1,2,0,92,8
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math",Asian,SCH,73,14,5,,91,9
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math",Black,SCH,57,13,14,,84,16
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,52,14,17,,83,17
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math","English Learners",SCH,68,16,16,,100,0
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math",Hispanic,SCH,70,11,13,,94,6
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math","Multiple Races",SCH,62,17,14,,94,6
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math","Students with Disabilities",SCH,33,13,29,,75,25
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Achievement Gap - Math",White,SCH,77,12,7,,97,3
2022,"Suffolk City Public Schools","Creekside Elementary","Academic Achievement - English","All Students",SCH,69,1,13,0,83,17
2022,"Suffolk City Public Schools","Creekside Elementary","Academic Achievement - Math","All Students",SCH,69,1,19,,88,12
2022,"Suffolk City Public Schools","Creekside Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English",Black,SCH,62,3,15,0,79,21
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,50,4,21,0,75,25
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English",Hispanic,SCH,89,0,7,0,96,4
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English","Multiple Races",SCH,65,0,15,0,81,19
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English","Students with Disabilities",SCH,25,0,18,0,43,57
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - English",White,SCH,78,0,10,0,88,12
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math",Black,SCH,59,1,26,,85,15
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,47,2,30,,79,21
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math",Hispanic,SCH,82,0,4,,86,14
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math","Multiple Races",SCH,68,0,20,,88,12
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math","Students with Disabilities",SCH,26,0,30,,56,44
2022,"Suffolk City Public Schools","Creekside Elementary","Achievement Gap - Math",White,SCH,88,0,7,,95,5
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Academic Achievement - English","All Students",SCH,65,2,17,0,84,16
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Academic Achievement - Math","All Students",SCH,59,2,22,,82,18
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English",Black,SCH,57,1,22,0,80,20
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,51,2,26,0,78,22
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English",Hispanic,SCH,63,0,19,0,81,19
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English","Multiple Races",SCH,76,0,14,0,90,10
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English","Students with Disabilities",SCH,42,3,29,0,74,26
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - English",White,SCH,83,6,2,0,90,10
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math",Black,SCH,47,1,29,,77,23
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,41,2,28,,70,30
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math",Hispanic,SCH,56,0,19,,75,25
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math","Multiple Races",SCH,76,0,10,,86,14
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math","Students with Disabilities",SCH,20,0,27,,47,53
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Achievement Gap - Math",White,SCH,84,4,10,,98,2
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Academic Achievement - English","All Students",SCH,77,2,9,0,88,12
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Academic Achievement - Math","All Students",SCH,70,7,12,,89,11
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English",Black,SCH,66,3,14,0,83,17
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,66,1,16,0,82,18
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English","English Learners",SCH,75,0,8,8,92,8
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English",Hispanic,SCH,79,0,7,4,89,11
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English","Multiple Races",SCH,79,0,7,0,86,14
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English","Students with Disabilities",SCH,36,3,18,0,58,42
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - English",White,SCH,86,2,5,0,93,7
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math",Black,SCH,54,10,18,,83,17
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,62,8,16,,85,15
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math","English Learners",SCH,82,0,9,,91,9
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math",Hispanic,SCH,78,0,7,,85,15
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math","Multiple Races",SCH,74,10,6,,90,10
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math","Students with Disabilities",SCH,28,3,34,,66,34
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Achievement Gap - Math",White,SCH,82,5,8,,95,5
2022,"Suffolk City Public Schools","Forest Glen Middle","Academic Achievement - English","All Students",SCH,64,4,8,0,75,25
2022,"Suffolk City Public Schools","Forest Glen Middle","Academic Achievement - Math","All Students",SCH,57,12,17,,86,14
2022,"Suffolk City Public Schools","Forest Glen Middle","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English",Black,SCH,49,5,13,0,67,33
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English","Economically Disadvantaged",SCH,51,4,12,0,67,33
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English",Hispanic,SCH,87,3,0,0,90,10
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English","Multiple Races",SCH,69,3,0,0,72,28
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English","Students with Disabilities",SCH,33,3,19,0,55,45
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - English",White,SCH,75,3,5,0,82,18
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math",Black,SCH,46,14,23,,83,17
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,45,13,23,,81,19
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math",Hispanic,SCH,65,13,4,,83,17
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math","Multiple Races",SCH,67,8,8,,83,17
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math","Students with Disabilities",SCH,26,9,29,,64,36
2022,"Suffolk City Public Schools","Forest Glen Middle","Achievement Gap - Math",White,SCH,66,11,13,,89,11
2022,"Suffolk City Public Schools","Hillpoint Elementary","Academic Achievement - English","All Students",SCH,54,4,14,0,71,29
2022,"Suffolk City Public Schools","Hillpoint Elementary","Academic Achievement - Math","All Students",SCH,44,9,23,,76,24
2022,"Suffolk City Public Schools","Hillpoint Elementary","Academic Achievement - Science","All Students",SCH,35,,,,,
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English",Black,SCH,46,4,16,0,66,34
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,41,4,21,0,66,34
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English",Hispanic,SCH,57,3,13,0,73,27
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English","Multiple Races",SCH,60,0,12,0,72,28
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English","Students with Disabilities",SCH,26,4,22,0,52,48
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - English",White,SCH,70,5,8,0,82,18
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math",Black,SCH,34,9,27,,70,30
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,31,9,29,,70,30
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math",Hispanic,SCH,56,9,19,,84,16
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math","Multiple Races",SCH,56,7,11,,74,26
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math","Students with Disabilities",SCH,33,7,27,,67,33
2022,"Suffolk City Public Schools","Hillpoint Elementary","Achievement Gap - Math",White,SCH,64,9,17,,90,10
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Academic Achievement - English","All Students",SCH,58,6,10,0,73,27
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Academic Achievement - Math","All Students",SCH,46,0,27,,74,26
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Academic Achievement - Science","All Students",SCH,49,,,,,
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English",Black,SCH,53,6,12,0,70,30
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English","Economically Disadvantaged",SCH,45,6,13,0,65,35
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English",Hispanic,SCH,74,2,7,2,86,14
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English","Multiple Races",SCH,69,13,0,0,82,18
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English","Students with Disabilities",SCH,25,4,24,0,52,48
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - English",White,SCH,67,4,5,0,76,24
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math",Black,SCH,40,0,32,,71,29
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,36,0,33,,68,32
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math",Hispanic,SCH,63,0,20,,83,17
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math","Multiple Races",SCH,64,0,18,,82,18
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math","Students with Disabilities",SCH,19,0,43,,62,38
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Achievement Gap - Math",White,SCH,62,0,17,,79,21
2022,"Suffolk City Public Schools","John Yeates Middle","Academic Achievement - English","All Students",SCH,80,0,3,0,84,16
2022,"Suffolk City Public Schools","John Yeates Middle","Academic Achievement - Math","All Students",SCH,84,0,8,,93,7
2022,"Suffolk City Public Schools","John Yeates Middle","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English",Asian,SCH,90,0,0,0,90,10
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English",Black,SCH,75,0,5,0,80,20
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English","Economically Disadvantaged",SCH,70,0,5,0,75,25
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English",Hispanic,SCH,88,0,3,0,91,9
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English","Multiple Races",SCH,85,0,2,0,87,13
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English","Students with Disabilities",SCH,35,0,11,0,47,53
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - English",White,SCH,83,0,3,0,86,14
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math",Asian,SCH,90,0,10,,100,0
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math",Black,SCH,79,0,11,,89,11
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,70,0,19,,89,11
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math",Hispanic,SCH,90,0,7,,97,3
