"On-time Graduation Rate"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2021,DIV,"Norton City Public Schools","Economically Disadvantaged",50,48,96,48,96
2021,DIV,"Norton City Public Schools",Female,37,35,94.6,35,94.6
2021,DIV,"Norton City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Norton City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Norton City Public Schools",Male,44,43,97.7,43,97.7
2021,DIV,"Norton City Public Schools","Multiple Races",11,11,100,11,100
2021,DIV,"Norton City Public Schools","Students with Disabilities",12,10,83.3,10,83.3
2021,DIV,"Norton City Public Schools",White,61,58,95.1,58,95.1
2021,DIV,"Nottoway County Public Schools","All Students",148,123,83.1,123,83.1
2021,DIV,"Nottoway County Public Schools",Black,64,57,89.1,57,89.1
2021,DIV,"Nottoway County Public Schools","Economically Disadvantaged",91,71,78,71,78
2021,DIV,"Nottoway County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Nottoway County Public Schools",Female,65,53,81.5,53,81.5
2021,DIV,"Nottoway County Public Schools",Hispanic,14,9,64.3,9,64.3
2021,DIV,"Nottoway County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Nottoway County Public Schools",Male,83,70,84.3,70,84.3
2021,DIV,"Nottoway County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Nottoway County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Nottoway County Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2021,DIV,"Nottoway County Public Schools",White,67,54,80.6,54,80.6
2021,DIV,"Orange County Public Schools","All Students",367,322,87.7,330,89.9
2021,DIV,"Orange County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Orange County Public Schools",Asian,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Black,46,40,87,41,89.1
2021,DIV,"Orange County Public Schools","Economically Disadvantaged",166,129,77.7,137,82.5
2021,DIV,"Orange County Public Schools","English Learners",12,6,50,7,58.3
2021,DIV,"Orange County Public Schools",Female,176,159,90.3,162,92
2021,DIV,"Orange County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Orange County Public Schools",Hispanic,41,30,73.2,33,80.5
2021,DIV,"Orange County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Male,190,162,85.3,167,87.9
2021,DIV,"Orange County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Orange County Public Schools","Multiple Races",28,24,85.7,24,85.7
2021,DIV,"Orange County Public Schools","Students with Disabilities",46,34,73.9,34,73.9
2021,DIV,"Orange County Public Schools",White,246,224,91.1,228,92.7
2021,DIV,"Page County Public Schools","All Students",282,279,98.9,280,99.3
2021,DIV,"Page County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Page County Public Schools",Black,<,<,100,<,100
2021,DIV,"Page County Public Schools","Economically Disadvantaged",115,113,98.3,113,98.3
2021,DIV,"Page County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Page County Public Schools",Female,135,133,98.5,134,99.3
2021,DIV,"Page County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Page County Public Schools",Hispanic,10,10,100,10,100
2021,DIV,"Page County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Page County Public Schools",Male,147,146,99.3,146,99.3
2021,DIV,"Page County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Page County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Page County Public Schools","Students with Disabilities",31,31,100,31,100
2021,DIV,"Page County Public Schools",White,256,253,98.8,254,99.2
2021,DIV,"Patrick County Public Schools","All Students",172,162,94.2,162,94.2
2021,DIV,"Patrick County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Patrick County Public Schools",Black,<,<,<,<,<
2021,DIV,"Patrick County Public Schools","Economically Disadvantaged",77,71,92.2,71,92.2
2021,DIV,"Patrick County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Patrick County Public Schools",Female,79,74,93.7,74,93.7
2021,DIV,"Patrick County Public Schools",Hispanic,16,16,100,16,100
2021,DIV,"Patrick County Public Schools",Homeless,10,9,90,9,90
2021,DIV,"Patrick County Public Schools",Male,93,88,94.6,88,94.6
2021,DIV,"Patrick County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Patrick County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Patrick County Public Schools","Students with Disabilities",26,25,96.2,25,96.2
2021,DIV,"Patrick County Public Schools",White,139,131,94.2,131,94.2
2021,DIV,"Petersburg City Public Schools","All Students",237,203,85.7,207,87.3
2021,DIV,"Petersburg City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Petersburg City Public Schools",Asian,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Black,204,178,87.3,181,88.7
2021,DIV,"Petersburg City Public Schools","Economically Disadvantaged",191,163,85.3,166,86.9
2021,DIV,"Petersburg City Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Female,117,105,89.7,106,90.6
2021,DIV,"Petersburg City Public Schools",Hispanic,18,14,77.8,14,77.8
2021,DIV,"Petersburg City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Male,120,98,81.7,101,84.2
2021,DIV,"Petersburg City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Petersburg City Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Petersburg City Public Schools","Students with Disabilities",32,30,93.8,30,93.8
2021,DIV,"Petersburg City Public Schools",White,<,<,<,<,<
2021,DIV,"Pittsylvania County Public Schools","All Students",681,614,90.2,615,90.3
2021,DIV,"Pittsylvania County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Pittsylvania County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Pittsylvania County Public Schools",Black,150,134,89.3,134,89.3
2021,DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",315,263,83.5,264,83.8
2021,DIV,"Pittsylvania County Public Schools","English Learners",11,9,81.8,9,81.8
2021,DIV,"Pittsylvania County Public Schools",Female,319,295,92.5,295,92.5
2021,DIV,"Pittsylvania County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Pittsylvania County Public Schools",Hispanic,34,31,91.2,31,91.2
2021,DIV,"Pittsylvania County Public Schools",Male,362,319,88.1,320,88.4
2021,DIV,"Pittsylvania County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Pittsylvania County Public Schools","Multiple Races",10,9,90,9,90
2021,DIV,"Pittsylvania County Public Schools","Students with Disabilities",101,82,81.2,82,81.2
2021,DIV,"Pittsylvania County Public Schools",White,481,434,90.2,435,90.4
2021,DIV,"Poquoson City Public Schools","All Students",173,160,92.5,168,97.1
2021,DIV,"Poquoson City Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Poquoson City Public Schools",Black,<,<,100,<,100
2021,DIV,"Poquoson City Public Schools","Economically Disadvantaged",31,28,90.3,30,96.8
2021,DIV,"Poquoson City Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Poquoson City Public Schools",Female,83,79,95.2,81,97.6
2021,DIV,"Poquoson City Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Poquoson City Public Schools",Male,90,81,90,87,96.7
2021,DIV,"Poquoson City Public Schools","Military Connected",27,27,100,27,100
2021,DIV,"Poquoson City Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Poquoson City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Poquoson City Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2021,DIV,"Poquoson City Public Schools",White,155,144,92.9,151,97.4
2021,DIV,"Portsmouth City Public Schools","All Students",934,789,84.5,803,86
2021,DIV,"Portsmouth City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Portsmouth City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Portsmouth City Public Schools",Black,675,567,84,572,84.7
2021,DIV,"Portsmouth City Public Schools","Economically Disadvantaged",497,419,84.3,427,85.9
2021,DIV,"Portsmouth City Public Schools","English Learners",15,14,93.3,14,93.3
2021,DIV,"Portsmouth City Public Schools",Female,449,391,87.1,395,88
2021,DIV,"Portsmouth City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Portsmouth City Public Schools",Hispanic,31,30,96.8,30,96.8
2021,DIV,"Portsmouth City Public Schools",Homeless,19,13,68.4,13,68.4
2021,DIV,"Portsmouth City Public Schools",Male,485,398,82.1,408,84.1
2021,DIV,"Portsmouth City Public Schools","Military Connected",19,18,94.7,18,94.7
2021,DIV,"Portsmouth City Public Schools","Multiple Races",41,34,82.9,35,85.4
2021,DIV,"Portsmouth City Public Schools","Native Hawaiian",<,<,<,<,<
2021,DIV,"Portsmouth City Public Schools","Students with Disabilities",143,115,80.4,116,81.1
2021,DIV,"Portsmouth City Public Schools",White,172,144,83.7,152,88.4
2021,DIV,"Powhatan County Public Schools","All Students",345,326,94.5,337,97.7
2021,DIV,"Powhatan County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Powhatan County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Powhatan County Public Schools",Black,14,13,92.9,13,92.9
2021,DIV,"Powhatan County Public Schools","Economically Disadvantaged",53,45,84.9,49,92.5
2021,DIV,"Powhatan County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Powhatan County Public Schools",Female,169,165,97.6,169,100
2021,DIV,"Powhatan County Public Schools",Hispanic,13,12,92.3,13,100
2021,DIV,"Powhatan County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Powhatan County Public Schools",Male,176,161,91.5,168,95.5
2021,DIV,"Powhatan County Public Schools","Military Connected",<,<,<,<,<
2021,DIV,"Powhatan County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Powhatan County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Powhatan County Public Schools","Students with Disabilities",35,30,85.7,31,88.6
2021,DIV,"Powhatan County Public Schools",White,307,290,94.5,300,97.7
2021,DIV,"Prince Edward County Public Schools","All Students",152,126,82.9,128,84.2
2021,DIV,"Prince Edward County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Prince Edward County Public Schools",Black,81,69,85.2,70,86.4
2021,DIV,"Prince Edward County Public Schools","Economically Disadvantaged",74,58,78.4,58,78.4
2021,DIV,"Prince Edward County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Prince Edward County Public Schools",Female,75,64,85.3,65,86.7
2021,DIV,"Prince Edward County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Prince Edward County Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Prince Edward County Public Schools",Male,77,62,80.5,63,81.8
2021,DIV,"Prince Edward County Public Schools","Military Connected",<,<,<,<,<
2021,DIV,"Prince Edward County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Prince Edward County Public Schools","Students with Disabilities",27,20,74.1,21,77.8
2021,DIV,"Prince Edward County Public Schools",White,58,48,82.8,49,84.5
2021,DIV,"Prince George County Public Schools","All Students",479,428,89.4,428,89.4
2021,DIV,"Prince George County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Prince George County Public Schools",Black,140,124,88.6,124,88.6
2021,DIV,"Prince George County Public Schools","Economically Disadvantaged",191,155,81.2,155,81.2
2021,DIV,"Prince George County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Prince George County Public Schools",Female,248,230,92.7,230,92.7
2021,DIV,"Prince George County Public Schools",Hispanic,54,45,83.3,45,83.3
2021,DIV,"Prince George County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Prince George County Public Schools",Male,230,197,85.7,197,85.7
2021,DIV,"Prince George County Public Schools","Military Connected",112,101,90.2,101,90.2
2021,DIV,"Prince George County Public Schools","Multiple Races",33,31,93.9,31,93.9
2021,DIV,"Prince George County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Prince George County Public Schools","Students with Disabilities",62,49,79,49,79
2021,DIV,"Prince George County Public Schools",White,246,222,90.2,222,90.2
2021,DIV,"Prince William County Public Schools","All Students",7240,6642,91.7,6668,92.1
2021,DIV,"Prince William County Public Schools","American Indian",13,11,84.6,11,84.6
2021,DIV,"Prince William County Public Schools",Asian,727,707,97.2,708,97.4
2021,DIV,"Prince William County Public Schools",Black,1442,1346,93.3,1350,93.6
2021,DIV,"Prince William County Public Schools","Economically Disadvantaged",2953,2596,87.9,2611,88.4
2021,DIV,"Prince William County Public Schools","English Learners",970,726,74.8,729,75.2
2021,DIV,"Prince William County Public Schools",Female,3514,3318,94.4,3325,94.6
2021,DIV,"Prince William County Public Schools","Foster Care",16,13,81.3,13,81.3
2021,DIV,"Prince William County Public Schools",Hispanic,2531,2144,84.7,2153,85.1
2021,DIV,"Prince William County Public Schools",Homeless,50,43,86,43,86
2021,DIV,"Prince William County Public Schools",Male,3721,3320,89.2,3339,89.7
2021,DIV,"Prince William County Public Schools","Military Connected",256,252,98.4,253,98.8
2021,DIV,"Prince William County Public Schools","Multiple Races",421,398,94.5,401,95.2
2021,DIV,"Prince William County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Prince William County Public Schools","Students with Disabilities",867,787,90.8,792,91.3
2021,DIV,"Prince William County Public Schools",White,2099,2029,96.7,2038,97.1
2021,DIV,"Pulaski County Public Schools","All Students",336,311,92.6,317,94.3
2021,DIV,"Pulaski County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Pulaski County Public Schools",Asian,<,<,<,<,<
2021,DIV,"Pulaski County Public Schools",Black,23,21,91.3,21,91.3
2021,DIV,"Pulaski County Public Schools","Economically Disadvantaged",141,124,87.9,126,89.4
2021,DIV,"Pulaski County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Pulaski County Public Schools",Female,149,139,93.3,140,94
2021,DIV,"Pulaski County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Pulaski County Public Schools",Hispanic,19,15,78.9,16,84.2
2021,DIV,"Pulaski County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Pulaski County Public Schools",Male,187,172,92,177,94.7
2021,DIV,"Pulaski County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Pulaski County Public Schools","Multiple Races",17,16,94.1,16,94.1
2021,DIV,"Pulaski County Public Schools","Students with Disabilities",59,51,86.4,53,89.8
2021,DIV,"Pulaski County Public Schools",White,272,255,93.8,260,95.6
2021,DIV,"Radford City Public Schools","All Students",271,261,96.3,261,96.3
2021,DIV,"Radford City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Radford City Public Schools",Asian,12,12,100,12,100
2021,DIV,"Radford City Public Schools",Black,28,27,96.4,27,96.4
2021,DIV,"Radford City Public Schools","Economically Disadvantaged",40,34,85,34,85
2021,DIV,"Radford City Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Radford City Public Schools",Female,157,150,95.5,150,95.5
2021,DIV,"Radford City Public Schools",Hispanic,17,15,88.2,15,88.2
2021,DIV,"Radford City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Radford City Public Schools",Male,114,111,97.4,111,97.4
2021,DIV,"Radford City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Radford City Public Schools","Multiple Races",22,20,90.9,20,90.9
2021,DIV,"Radford City Public Schools","Students with Disabilities",22,21,95.5,21,95.5
2021,DIV,"Radford City Public Schools",White,191,186,97.4,186,97.4
2021,DIV,"Rappahannock County Public Schools","All Students",74,66,89.2,70,94.6
2021,DIV,"Rappahannock County Public Schools",Black,<,<,100,<,100
2021,DIV,"Rappahannock County Public Schools","Economically Disadvantaged",27,21,77.8,24,88.9
2021,DIV,"Rappahannock County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Rappahannock County Public Schools",Female,32,30,93.8,31,96.9
2021,DIV,"Rappahannock County Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Rappahannock County Public Schools",Male,42,36,85.7,39,92.9
2021,DIV,"Rappahannock County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Rappahannock County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Rappahannock County Public Schools","Students with Disabilities",11,10,90.9,11,100
2021,DIV,"Rappahannock County Public Schools",White,56,54,96.4,55,98.2
2021,DIV,"Richmond City Public Schools","All Students",1367,1014,74.2,1024,74.9
2021,DIV,"Richmond City Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Richmond City Public Schools",Asian,11,8,72.7,8,72.7
2021,DIV,"Richmond City Public Schools",Black,897,723,80.6,729,81.3
2021,DIV,"Richmond City Public Schools","Economically Disadvantaged",789,641,81.2,646,81.9
2021,DIV,"Richmond City Public Schools","English Learners",177,67,37.9,68,38.4
2021,DIV,"Richmond City Public Schools",Female,698,568,81.4,572,81.9
2021,DIV,"Richmond City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Richmond City Public Schools",Hispanic,298,131,44,134,45
2021,DIV,"Richmond City Public Schools",Homeless,28,25,89.3,25,89.3
2021,DIV,"Richmond City Public Schools",Male,669,446,66.7,452,67.6
2021,DIV,"Richmond City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Richmond City Public Schools","Multiple Races",13,13,100,13,100
2021,DIV,"Richmond City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Richmond City Public Schools","Students with Disabilities",231,173,74.9,173,74.9
2021,DIV,"Richmond City Public Schools",White,142,134,94.4,135,95.1
2021,DIV,"Richmond County Public Schools","All Students",103,100,97.1,100,97.1
2021,DIV,"Richmond County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Richmond County Public Schools",Black,26,24,92.3,24,92.3
2021,DIV,"Richmond County Public Schools","Economically Disadvantaged",44,42,95.5,42,95.5
2021,DIV,"Richmond County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Richmond County Public Schools",Female,35,35,100,35,100
2021,DIV,"Richmond County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Richmond County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Richmond County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Richmond County Public Schools",Male,68,65,95.6,65,95.6
2021,DIV,"Richmond County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Richmond County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Richmond County Public Schools","Students with Disabilities",11,9,81.8,9,81.8
2021,DIV,"Richmond County Public Schools",White,63,62,98.4,62,98.4
2021,DIV,"Roanoke City Public Schools","All Students",1001,871,87,871,87
2021,DIV,"Roanoke City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Roanoke City Public Schools",Asian,25,25,100,25,100
2021,DIV,"Roanoke City Public Schools",Black,438,404,92.2,404,92.2
2021,DIV,"Roanoke City Public Schools","Economically Disadvantaged",572,522,91.3,522,91.3
2021,DIV,"Roanoke City Public Schools","English Learners",100,46,46,46,46
2021,DIV,"Roanoke City Public Schools",Female,454,414,91.2,414,91.2
2021,DIV,"Roanoke City Public Schools","Foster Care",17,13,76.5,13,76.5
2021,DIV,"Roanoke City Public Schools",Hispanic,161,98,60.9,98,60.9
2021,DIV,"Roanoke City Public Schools",Homeless,29,24,82.8,24,82.8
2021,DIV,"Roanoke City Public Schools",Male,544,455,83.6,455,83.6
2021,DIV,"Roanoke City Public Schools","Multiple Races",48,40,83.3,40,83.3
2021,DIV,"Roanoke City Public Schools","Students with Disabilities",156,140,89.7,140,89.7
2021,DIV,"Roanoke City Public Schools",White,328,303,92.4,303,92.4
2021,DIV,"Roanoke County Public Schools","All Students",1070,1013,94.7,1023,95.6
2021,DIV,"Roanoke County Public Schools",Asian,56,55,98.2,55,98.2
2021,DIV,"Roanoke County Public Schools",Black,67,60,89.6,60,89.6
2021,DIV,"Roanoke County Public Schools","Economically Disadvantaged",295,266,90.2,271,91.9
2021,DIV,"Roanoke County Public Schools","English Learners",25,18,72,18,72
2021,DIV,"Roanoke County Public Schools",Female,524,508,96.9,511,97.5
2021,DIV,"Roanoke County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Roanoke County Public Schools",Hispanic,54,48,88.9,48,88.9
2021,DIV,"Roanoke County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Roanoke County Public Schools",Male,545,504,92.5,511,93.8
2021,DIV,"Roanoke County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Roanoke County Public Schools","Multiple Races",58,52,89.7,53,91.4
2021,DIV,"Roanoke County Public Schools","Students with Disabilities",123,112,91.1,114,92.7
2021,DIV,"Roanoke County Public Schools",White,835,798,95.6,807,96.6
2021,DIV,"Rockbridge County Public Schools","All Students",260,223,85.8,223,85.8
2021,DIV,"Rockbridge County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Rockbridge County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Rockbridge County Public Schools",Black,11,10,90.9,10,90.9
2021,DIV,"Rockbridge County Public Schools","Economically Disadvantaged",110,80,72.7,80,72.7
2021,DIV,"Rockbridge County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Rockbridge County Public Schools",Female,125,112,89.6,112,89.6
2021,DIV,"Rockbridge County Public Schools",Hispanic,10,8,80,8,80
2021,DIV,"Rockbridge County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Rockbridge County Public Schools",Male,135,111,82.2,111,82.2
2021,DIV,"Rockbridge County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Rockbridge County Public Schools","Students with Disabilities",31,20,64.5,20,64.5
2021,DIV,"Rockbridge County Public Schools",White,225,193,85.8,193,85.8
2021,DIV,"Rockingham County Public Schools","All Students",940,888,94.5,893,95
2021,DIV,"Rockingham County Public Schools",Asian,14,13,92.9,13,92.9
2021,DIV,"Rockingham County Public Schools",Black,18,15,83.3,15,83.3
2021,DIV,"Rockingham County Public Schools","Economically Disadvantaged",366,331,90.4,333,91
2021,DIV,"Rockingham County Public Schools","English Learners",60,49,81.7,49,81.7
2021,DIV,"Rockingham County Public Schools",Female,479,453,94.6,454,94.8
2021,DIV,"Rockingham County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Rockingham County Public Schools",Hispanic,125,112,89.6,112,89.6
2021,DIV,"Rockingham County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Rockingham County Public Schools",Male,460,434,94.3,438,95.2
2021,DIV,"Rockingham County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Rockingham County Public Schools","Multiple Races",54,50,92.6,50,92.6
2021,DIV,"Rockingham County Public Schools","Students with Disabilities",74,66,89.2,66,89.2
2021,DIV,"Rockingham County Public Schools",White,729,698,95.7,703,96.4
2021,DIV,"Russell County Public Schools","All Students",246,219,89,226,91.9
2021,DIV,"Russell County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Russell County Public Schools",Black,<,<,<,<,<
2021,DIV,"Russell County Public Schools","Economically Disadvantaged",134,113,84.3,120,89.6
2021,DIV,"Russell County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Russell County Public Schools",Female,124,114,91.9,119,96
2021,DIV,"Russell County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Russell County Public Schools",Male,122,105,86.1,107,87.7
2021,DIV,"Russell County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Russell County Public Schools","Students with Disabilities",44,36,81.8,37,84.1
2021,DIV,"Russell County Public Schools",White,234,208,88.9,214,91.5
2021,DIV,"Salem City Public Schools","All Students",315,297,94.3,298,94.6
2021,DIV,"Salem City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Salem City Public Schools",Black,35,34,97.1,34,97.1
2021,DIV,"Salem City Public Schools","Economically Disadvantaged",113,100,88.5,100,88.5
2021,DIV,"Salem City Public Schools","English Learners",14,13,92.9,13,92.9
2021,DIV,"Salem City Public Schools",Female,149,143,96,143,96
2021,DIV,"Salem City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Salem City Public Schools",Hispanic,28,23,82.1,23,82.1
2021,DIV,"Salem City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Salem City Public Schools",Male,166,154,92.8,155,93.4
2021,DIV,"Salem City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Salem City Public Schools","Multiple Races",13,10,76.9,10,76.9
2021,DIV,"Salem City Public Schools","Students with Disabilities",34,34,100,34,100
2021,DIV,"Salem City Public Schools",White,234,225,96.2,226,96.6
2021,DIV,"Scott County Public Schools","All Students",273,244,89.4,247,90.5
2021,DIV,"Scott County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Scott County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Scott County Public Schools",Black,<,<,<,<,<
2021,DIV,"Scott County Public Schools","Economically Disadvantaged",145,121,83.4,121,83.4
2021,DIV,"Scott County Public Schools",Female,128,116,90.6,116,90.6
2021,DIV,"Scott County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Scott County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Scott County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Scott County Public Schools",Male,145,128,88.3,131,90.3
2021,DIV,"Scott County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Scott County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Scott County Public Schools","Students with Disabilities",42,38,90.5,38,90.5
2021,DIV,"Scott County Public Schools",White,260,233,89.6,236,90.8
2021,DIV,"Shenandoah County Public Schools","All Students",473,462,97.7,463,97.9
2021,DIV,"Shenandoah County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Shenandoah County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Shenandoah County Public Schools",Black,16,16,100,16,100
2021,DIV,"Shenandoah County Public Schools","Economically Disadvantaged",188,182,96.8,183,97.3
2021,DIV,"Shenandoah County Public Schools","English Learners",31,25,80.6,25,80.6
2021,DIV,"Shenandoah County Public Schools",Female,232,229,98.7,229,98.7
2021,DIV,"Shenandoah County Public Schools",Hispanic,80,72,90,73,91.3
2021,DIV,"Shenandoah County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Shenandoah County Public Schools",Male,240,232,96.7,233,97.1
2021,DIV,"Shenandoah County Public Schools",Migrant,<,<,100,<,100
2021,DIV,"Shenandoah County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Shenandoah County Public Schools","Multiple Races",14,14,100,14,100
2021,DIV,"Shenandoah County Public Schools","Students with Disabilities",64,64,100,64,100
2021,DIV,"Shenandoah County Public Schools",White,357,354,99.2,354,99.2
2021,DIV,"Smyth County Public Schools","All Students",317,303,95.6,304,95.9
2021,DIV,"Smyth County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Smyth County Public Schools",Black,<,<,<,<,<
2021,DIV,"Smyth County Public Schools","Economically Disadvantaged",150,139,92.7,140,93.3
2021,DIV,"Smyth County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Smyth County Public Schools",Female,168,161,95.8,161,95.8
2021,DIV,"Smyth County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Smyth County Public Schools",Hispanic,13,12,92.3,12,92.3
2021,DIV,"Smyth County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Smyth County Public Schools",Male,149,142,95.3,143,96
2021,DIV,"Smyth County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Smyth County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Smyth County Public Schools","Students with Disabilities",40,37,92.5,37,92.5
2021,DIV,"Smyth County Public Schools",White,293,281,95.9,282,96.2
2021,DIV,"Southampton County Public Schools","All Students",195,173,88.7,173,88.7
2021,DIV,"Southampton County Public Schools",Black,89,79,88.8,79,88.8
2021,DIV,"Southampton County Public Schools","Economically Disadvantaged",85,71,83.5,71,83.5
2021,DIV,"Southampton County Public Schools","English Learners",<,<,<,<,<
