"Diplomas and Completion"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2021,DIV,"Louisa County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Male,201,11,5.5,88,90,10,0,2,2,100
2021,DIV,"Louisa County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools","Multiple Races",27,2,7.4,10,15,0,0,0,0,15
2021,DIV,"Louisa County Public Schools","Students with Disabilities",73,6,8.2,9,37,21,0,0,0,58
2021,DIV,"Louisa County Public Schools",White,285,13,4.6,142,113,15,0,2,2,128
2021,DIV,"Lunenburg County Public Schools","All Students",126,8,6.3,49,54,12,1,2,3,66
2021,DIV,"Lunenburg County Public Schools",Black,41,1,2.4,10,23,6,0,1,1,29
2021,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",121,8,6.6,49,50,11,1,2,3,61
2021,DIV,"Lunenburg County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools",Female,66,5,7.6,29,25,5,0,2,2,30
2021,DIV,"Lunenburg County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools",Male,60,3,5,20,29,7,1,0,1,36
2021,DIV,"Lunenburg County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools","Students with Disabilities",19,2,10.5,0,5,12,0,0,0,17
2021,DIV,"Lunenburg County Public Schools",White,70,7,10,32,26,4,0,1,1,30
2021,DIV,"Lynchburg City Public Schools","All Students",613,52,8.5,259,217,15,21,49,70,232
2021,DIV,"Lynchburg City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Black,289,30,10.4,88,122,9,6,34,40,131
2021,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",301,21,7,75,148,6,15,36,51,154
2021,DIV,"Lynchburg City Public Schools","English Learners",19,7,36.8,1,10,0,0,1,1,10
2021,DIV,"Lynchburg City Public Schools",Female,314,21,6.7,141,111,4,13,24,37,115
2021,DIV,"Lynchburg City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Hispanic,39,7,17.9,12,16,0,2,2,4,16
2021,DIV,"Lynchburg City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Male,299,31,10.4,118,106,11,8,25,33,117
2021,DIV,"Lynchburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools","Multiple Races",52,5,9.6,22,18,1,3,3,6,19
2021,DIV,"Lynchburg City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools","Students with Disabilities",74,17,23,3,33,15,1,5,6,48
2021,DIV,"Lynchburg City Public Schools",White,220,10,4.5,129,57,5,10,9,19,62
2021,DIV,"Madison County Public Schools","All Students",135,3,2.2,69,55,2,4,2,6,57
2021,DIV,"Madison County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Madison County Public Schools","Economically Disadvantaged",48,3,6.3,18,23,1,2,1,3,24
2021,DIV,"Madison County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Madison County Public Schools",Female,65,0,0,43,22,0,0,0,0,22
2021,DIV,"Madison County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Madison County Public Schools",Male,70,3,4.3,26,33,2,4,2,6,35
2021,DIV,"Madison County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Madison County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Madison County Public Schools","Students with Disabilities",10,1,10,0,7,2,0,0,0,9
2021,DIV,"Madison County Public Schools",White,116,3,2.6,63,44,2,3,1,4,46
2021,DIV,"Manassas City Public Schools","All Students",541,78,14.4,205,239,2,4,13,17,241
2021,DIV,"Manassas City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Manassas City Public Schools",Asian,22,0,0,15,7,0,0,0,0,7
2021,DIV,"Manassas City Public Schools",Black,64,6,9.4,25,31,0,2,0,2,31
2021,DIV,"Manassas City Public Schools","Economically Disadvantaged",244,47,19.3,63,122,0,3,9,12,122
2021,DIV,"Manassas City Public Schools","English Learners",170,60,35.3,18,90,1,1,0,1,91
2021,DIV,"Manassas City Public Schools",Female,275,28,10.2,125,114,1,2,5,7,115
2021,DIV,"Manassas City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Manassas City Public Schools",Hispanic,351,71,20.2,109,161,1,0,9,9,162
2021,DIV,"Manassas City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Manassas City Public Schools",Male,265,50,18.9,80,124,1,2,8,10,125
2021,DIV,"Manassas City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Manassas City Public Schools","Multiple Races",24,0,0,10,12,0,0,2,2,12
2021,DIV,"Manassas City Public Schools","Students with Disabilities",74,15,20.3,10,46,2,1,0,1,48
2021,DIV,"Manassas City Public Schools",White,79,1,1.3,46,28,1,1,2,3,29
2021,DIV,"Manassas Park City Public Schools","All Students",288,23,8,149,101,6,2,7,9,107
2021,DIV,"Manassas Park City Public Schools",Asian,16,0,0,13,3,0,0,0,0,3
2021,DIV,"Manassas Park City Public Schools",Black,28,0,0,14,12,1,0,1,1,13
2021,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",129,12,9.3,61,48,2,2,4,6,50
2021,DIV,"Manassas Park City Public Schools","English Learners",78,18,23.1,15,38,4,0,3,3,42
2021,DIV,"Manassas Park City Public Schools",Female,136,10,7.4,85,35,3,1,2,3,38
2021,DIV,"Manassas Park City Public Schools",Hispanic,194,23,11.9,89,71,4,1,6,7,75
2021,DIV,"Manassas Park City Public Schools",Male,152,13,8.6,64,66,3,1,5,6,69
2021,DIV,"Manassas Park City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Manassas Park City Public Schools","Multiple Races",11,0,0,3,7,0,1,0,1,7
2021,DIV,"Manassas Park City Public Schools","Students with Disabilities",26,2,7.7,1,13,6,2,2,4,19
2021,DIV,"Manassas Park City Public Schools",White,39,0,0,30,8,1,0,0,0,9
2021,DIV,"Martinsville City Public Schools","All Students",143,22,15.4,59,59,2,0,1,1,61
2021,DIV,"Martinsville City Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Martinsville City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Martinsville City Public Schools",Black,83,6,7.2,34,41,1,0,1,1,42
2021,DIV,"Martinsville City Public Schools","Economically Disadvantaged",107,17,15.9,41,47,1,0,1,1,48
2021,DIV,"Martinsville City Public Schools","English Learners",11,5,45.5,1,5,0,0,0,0,5
2021,DIV,"Martinsville City Public Schools",Female,70,13,18.6,32,24,1,0,0,0,25
2021,DIV,"Martinsville City Public Schools",Hispanic,19,6,31.6,7,6,0,0,0,0,6
2021,DIV,"Martinsville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Martinsville City Public Schools",Male,73,9,12.3,27,35,1,0,1,1,36
2021,DIV,"Martinsville City Public Schools","Multiple Races",13,4,30.8,5,4,0,0,0,0,4
2021,DIV,"Martinsville City Public Schools","Students with Disabilities",19,8,42.1,3,6,2,0,0,0,8
2021,DIV,"Martinsville City Public Schools",White,26,5,19.2,12,8,1,0,0,0,9
2021,DIV,"Mathews County Public Schools","All Students",70,2,2.9,25,38,1,2,2,4,39
2021,DIV,"Mathews County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools","Economically Disadvantaged",33,2,6.1,5,23,0,2,1,3,23
2021,DIV,"Mathews County Public Schools",Female,31,0,0,13,16,0,1,1,2,16
2021,DIV,"Mathews County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools",Male,39,2,5.1,12,22,1,1,1,2,23
2021,DIV,"Mathews County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Mathews County Public Schools",White,57,0,0,22,30,1,2,2,4,31
2021,DIV,"Mecklenburg County Public Schools","All Students",318,24,7.5,131,144,8,0,11,11,152
2021,DIV,"Mecklenburg County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools",Black,136,8,5.9,54,63,7,0,4,4,70
2021,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",184,21,11.4,59,91,7,0,6,6,98
2021,DIV,"Mecklenburg County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools",Female,158,7,4.4,82,59,3,0,7,7,62
2021,DIV,"Mecklenburg County Public Schools",Hispanic,16,1,6.3,8,6,0,0,1,1,6
2021,DIV,"Mecklenburg County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools",Male,160,17,10.6,49,85,5,0,4,4,90
2021,DIV,"Mecklenburg County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools","Multiple Races",14,1,7.1,3,9,0,0,1,1,9
2021,DIV,"Mecklenburg County Public Schools","Students with Disabilities",38,5,13.2,0,25,8,0,0,0,33
2021,DIV,"Mecklenburg County Public Schools",White,149,13,8.7,65,66,1,0,4,4,67
2021,DIV,"Middlesex County Public Schools","All Students",73,0,0,33,37,3,0,0,0,40
2021,DIV,"Middlesex County Public Schools",Black,16,0,0,4,12,0,0,0,0,12
2021,DIV,"Middlesex County Public Schools","Economically Disadvantaged",38,0,0,9,27,2,0,0,0,29
2021,DIV,"Middlesex County Public Schools",Female,42,0,0,20,22,0,0,0,0,22
2021,DIV,"Middlesex County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Middlesex County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Middlesex County Public Schools",Male,31,0,0,13,15,3,0,0,0,18
2021,DIV,"Middlesex County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Middlesex County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Middlesex County Public Schools",White,53,0,0,26,25,2,0,0,0,27
2021,DIV,"Montgomery County Public Schools","All Students",720,15,2.1,390,283,14,4,14,18,297
2021,DIV,"Montgomery County Public Schools",Asian,22,0,0,17,5,0,0,0,0,5
2021,DIV,"Montgomery County Public Schools",Black,33,1,3,13,18,0,0,1,1,18
2021,DIV,"Montgomery County Public Schools","Economically Disadvantaged",250,9,3.6,67,148,10,4,12,16,158
2021,DIV,"Montgomery County Public Schools","English Learners",23,1,4.3,8,14,0,0,0,0,14
2021,DIV,"Montgomery County Public Schools",Female,334,7,2.1,195,116,5,1,10,11,121
2021,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Montgomery County Public Schools",Hispanic,41,1,2.4,21,18,0,0,1,1,18
2021,DIV,"Montgomery County Public Schools",Homeless,11,1,9.1,1,7,0,0,2,2,7
2021,DIV,"Montgomery County Public Schools",Male,383,8,2.1,194,166,9,3,3,6,175
2021,DIV,"Montgomery County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Montgomery County Public Schools","Multiple Races",34,1,2.9,19,11,0,0,3,3,11
2021,DIV,"Montgomery County Public Schools","Students with Disabilities",64,3,4.7,3,43,14,1,0,1,57
2021,DIV,"Montgomery County Public Schools",White,590,12,2,320,231,14,4,9,13,245
2021,DIV,"Nelson County Public Schools","All Students",142,7,4.9,74,50,6,3,2,5,56
2021,DIV,"Nelson County Public Schools",Black,20,1,5,6,9,2,1,1,2,11
2021,DIV,"Nelson County Public Schools","Economically Disadvantaged",75,5,6.7,23,38,5,2,2,4,43
2021,DIV,"Nelson County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Nelson County Public Schools",Female,65,4,6.2,42,18,1,0,0,0,19
2021,DIV,"Nelson County Public Schools",Hispanic,10,1,10,7,2,0,0,0,0,2
2021,DIV,"Nelson County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Nelson County Public Schools",Male,77,3,3.9,32,32,5,3,2,5,37
2021,DIV,"Nelson County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Nelson County Public Schools","Students with Disabilities",26,5,19.2,1,13,6,0,1,1,19
2021,DIV,"Nelson County Public Schools",White,107,5,4.7,58,37,4,2,1,3,41
2021,DIV,"New Kent County Public Schools","All Students",244,4,1.6,134,93,2,6,5,11,95
2021,DIV,"New Kent County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"New Kent County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"New Kent County Public Schools",Black,24,1,4.2,12,10,0,0,1,1,10
2021,DIV,"New Kent County Public Schools","Economically Disadvantaged",45,2,4.4,15,24,1,3,0,3,25
2021,DIV,"New Kent County Public Schools",Female,112,1,.9,68,37,1,2,3,5,38
2021,DIV,"New Kent County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"New Kent County Public Schools",Male,132,3,2.3,66,56,1,4,2,6,57
2021,DIV,"New Kent County Public Schools","Military Connected",12,0,0,5,6,0,0,1,1,6
2021,DIV,"New Kent County Public Schools","Multiple Races",16,1,6.3,8,6,0,1,0,1,6
2021,DIV,"New Kent County Public Schools","Students with Disabilities",26,1,3.8,1,22,2,0,0,0,24
2021,DIV,"New Kent County Public Schools",White,193,2,1,109,71,2,5,4,9,73
2021,DIV,"Newport News City Public Schools","All Students",1672,15,.9,859,689,53,30,26,56,742
2021,DIV,"Newport News City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Newport News City Public Schools",Asian,56,0,0,38,18,0,0,0,0,18
2021,DIV,"Newport News City Public Schools",Black,889,8,.9,416,393,36,19,17,36,429
2021,DIV,"Newport News City Public Schools","Economically Disadvantaged",825,1,.1,338,430,28,11,17,28,458
2021,DIV,"Newport News City Public Schools","English Learners",58,1,1.7,16,35,3,0,2,3,38
2021,DIV,"Newport News City Public Schools",Female,891,4,.4,531,311,21,12,12,24,332
2021,DIV,"Newport News City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Newport News City Public Schools",Hispanic,204,2,1,96,99,3,1,3,4,102
2021,DIV,"Newport News City Public Schools",Homeless,22,0,0,4,15,1,0,2,2,16
2021,DIV,"Newport News City Public Schools",Male,778,11,1.4,327,376,32,18,14,32,408
2021,DIV,"Newport News City Public Schools","Military Connected",141,0,0,80,57,2,2,0,2,59
2021,DIV,"Newport News City Public Schools","Multiple Races",82,0,0,43,33,1,3,2,5,34
2021,DIV,"Newport News City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Newport News City Public Schools","Students with Disabilities",259,8,3.1,22,169,53,2,5,7,222
2021,DIV,"Newport News City Public Schools",White,428,5,1.2,258,144,10,7,4,11,154
2021,DIV,"Norfolk City Public Schools","All Students",1848,192,10.4,713,811,43,25,64,89,854
2021,DIV,"Norfolk City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Norfolk City Public Schools",Asian,51,1,2,43,6,1,0,0,0,7
2021,DIV,"Norfolk City Public Schools",Black,1061,115,10.8,330,526,28,15,47,62,554
2021,DIV,"Norfolk City Public Schools","Economically Disadvantaged",1008,94,9.3,276,549,26,12,51,63,575
2021,DIV,"Norfolk City Public Schools","English Learners",70,27,38.6,7,35,1,0,0,0,36
2021,DIV,"Norfolk City Public Schools",Female,947,69,7.3,420,409,17,7,25,32,426
2021,DIV,"Norfolk City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Norfolk City Public Schools",Hispanic,195,46,23.6,51,88,2,3,5,8,90
2021,DIV,"Norfolk City Public Schools",Homeless,30,1,3.3,7,19,0,0,3,3,19
2021,DIV,"Norfolk City Public Schools",Male,901,123,13.7,293,402,26,18,39,57,428
2021,DIV,"Norfolk City Public Schools","Military Connected",235,8,3.4,124,97,2,1,3,4,99
2021,DIV,"Norfolk City Public Schools","Multiple Races",131,11,8.4,70,40,6,1,3,4,46
2021,DIV,"Norfolk City Public Schools","Native Hawaiian",11,1,9.1,6,4,0,0,0,0,4
2021,DIV,"Norfolk City Public Schools","Students with Disabilities",129,10,7.8,7,65,43,2,1,4,108
2021,DIV,"Norfolk City Public Schools",White,393,18,4.6,209,145,6,6,9,15,151
2021,DIV,"Northampton County Public Schools","All Students",120,11,9.2,38,67,0,0,4,4,67
2021,DIV,"Northampton County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Black,45,7,15.6,9,27,0,0,2,2,27
2021,DIV,"Northampton County Public Schools","Economically Disadvantaged",92,11,12,23,55,0,0,3,3,55
2021,DIV,"Northampton County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Female,50,3,6,20,25,0,0,2,2,25
2021,DIV,"Northampton County Public Schools",Hispanic,24,1,4.2,9,14,0,0,0,0,14
2021,DIV,"Northampton County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Male,70,8,11.4,18,42,0,0,2,2,42
2021,DIV,"Northampton County Public Schools",Migrant,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northampton County Public Schools","Students with Disabilities",19,5,26.3,0,14,0,0,0,0,14
2021,DIV,"Northampton County Public Schools",White,43,3,7,17,21,0,0,2,2,21
2021,DIV,"Northumberland County Public Schools","All Students",101,4,4,46,48,3,0,0,0,51
2021,DIV,"Northumberland County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools",Black,31,0,0,7,23,1,0,0,0,24
2021,DIV,"Northumberland County Public Schools","Economically Disadvantaged",40,4,10,14,21,1,0,0,0,22
2021,DIV,"Northumberland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools",Female,50,1,2,28,20,1,0,0,0,21
2021,DIV,"Northumberland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools",Male,51,3,5.9,18,28,2,0,0,0,30
2021,DIV,"Northumberland County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Northumberland County Public Schools","Students with Disabilities",16,2,12.5,2,9,3,0,0,0,12
2021,DIV,"Northumberland County Public Schools",White,60,3,5,33,22,2,0,0,0,24
2021,DIV,"Norton City Public Schools","All Students",81,3,3.7,42,33,3,0,0,0,36
2021,DIV,"Norton City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Norton City Public Schools","Economically Disadvantaged",50,2,4,20,25,3,0,0,0,28
2021,DIV,"Norton City Public Schools",Female,37,2,5.4,27,7,1,0,0,0,8
2021,DIV,"Norton City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Norton City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Norton City Public Schools",Male,44,1,2.3,15,26,2,0,0,0,28
2021,DIV,"Norton City Public Schools","Multiple Races",11,0,0,5,5,1,0,0,0,6
2021,DIV,"Norton City Public Schools","Students with Disabilities",12,2,16.7,0,7,3,0,0,0,10
2021,DIV,"Norton City Public Schools",White,61,3,4.9,33,23,2,0,0,0,25
2021,DIV,"Nottoway County Public Schools","All Students",148,14,9.5,59,62,2,0,11,11,64
2021,DIV,"Nottoway County Public Schools",Black,64,2,3.1,28,27,2,0,5,5,29
2021,DIV,"Nottoway County Public Schools","Economically Disadvantaged",91,10,11,26,43,2,0,10,10,45
2021,DIV,"Nottoway County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Nottoway County Public Schools",Female,65,6,9.2,26,27,0,0,6,6,27
2021,DIV,"Nottoway County Public Schools",Hispanic,14,5,35.7,5,4,0,0,0,0,4
2021,DIV,"Nottoway County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Nottoway County Public Schools",Male,83,8,9.6,33,35,2,0,5,5,37
2021,DIV,"Nottoway County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Nottoway County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Nottoway County Public Schools","Students with Disabilities",11,1,9.1,1,7,2,0,0,0,9
2021,DIV,"Nottoway County Public Schools",White,67,7,10.4,25,29,0,0,6,6,29
2021,DIV,"Orange County Public Schools","All Students",367,28,7.6,168,147,7,8,9,17,154
2021,DIV,"Orange County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Black,46,5,10.9,23,16,1,1,0,1,17
2021,DIV,"Orange County Public Schools","Economically Disadvantaged",166,21,12.7,58,68,3,8,8,16,71
2021,DIV,"Orange County Public Schools","English Learners",12,5,41.7,3,3,0,1,0,1,3
2021,DIV,"Orange County Public Schools",Female,176,9,5.1,94,62,3,3,5,8,65
2021,DIV,"Orange County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Hispanic,41,8,19.5,17,13,0,3,0,3,13
2021,DIV,"Orange County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Orange County Public Schools",Male,190,19,10,74,84,4,5,4,9,88
2021,DIV,"Orange County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Orange County Public Schools","Multiple Races",28,4,14.3,9,15,0,0,0,0,15
2021,DIV,"Orange County Public Schools","Students with Disabilities",46,12,26.1,6,21,7,0,0,0,28
2021,DIV,"Orange County Public Schools",White,246,10,4.1,117,101,6,4,8,12,107
2021,DIV,"Page County Public Schools","All Students",282,0,0,130,141,8,1,2,3,149
2021,DIV,"Page County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools","Economically Disadvantaged",115,0,0,40,70,3,0,2,2,73
2021,DIV,"Page County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools",Female,135,0,0,78,54,1,1,1,2,55
2021,DIV,"Page County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools",Hispanic,10,0,0,5,4,1,0,0,0,5
2021,DIV,"Page County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools",Male,147,0,0,52,87,7,0,1,1,94
2021,DIV,"Page County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Page County Public Schools","Students with Disabilities",31,0,0,0,23,8,0,0,0,31
2021,DIV,"Page County Public Schools",White,256,0,0,114,133,6,1,2,3,139
2021,DIV,"Patrick County Public Schools","All Students",172,8,4.7,64,90,8,0,2,2,98
2021,DIV,"Patrick County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Patrick County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Patrick County Public Schools","Economically Disadvantaged",77,5,6.5,20,45,6,0,1,1,51
2021,DIV,"Patrick County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Patrick County Public Schools",Female,79,4,5.1,36,35,3,0,1,1,38
2021,DIV,"Patrick County Public Schools",Hispanic,16,0,0,7,8,1,0,0,0,9
2021,DIV,"Patrick County Public Schools",Homeless,10,1,10,1,7,1,0,0,0,8
2021,DIV,"Patrick County Public Schools",Male,93,4,4.3,28,55,5,0,1,1,60
2021,DIV,"Patrick County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Patrick County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Patrick County Public Schools","Students with Disabilities",26,1,3.8,1,16,8,0,0,0,24
2021,DIV,"Patrick County Public Schools",White,139,6,4.3,53,72,6,0,2,2,78
2021,DIV,"Petersburg City Public Schools","All Students",237,10,4.2,52,140,11,4,20,24,151
2021,DIV,"Petersburg City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Black,204,7,3.4,49,121,8,3,16,19,129
2021,DIV,"Petersburg City Public Schools","Economically Disadvantaged",191,10,5.2,40,115,8,3,15,18,123
2021,DIV,"Petersburg City Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Female,117,1,.9,32,71,2,1,10,11,73
2021,DIV,"Petersburg City Public Schools",Hispanic,18,2,11.1,0,13,1,0,2,2,14
2021,DIV,"Petersburg City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools",Male,120,9,7.5,20,69,9,3,10,13,78
2021,DIV,"Petersburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Petersburg City Public Schools","Students with Disabilities",32,0,0,2,17,11,0,2,2,28
2021,DIV,"Petersburg City Public Schools",White,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Pittsylvania County Public Schools","All Students",681,56,8.2,295,299,20,1,10,11,319
2021,DIV,"Pittsylvania County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Pittsylvania County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Pittsylvania County Public Schools",Black,150,13,8.7,54,72,8,0,3,3,80
2021,DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",315,44,14,89,162,12,1,7,8,174
2021,DIV,"Pittsylvania County Public Schools","English Learners",11,2,18.2,3,6,0,0,0,0,6
2021,DIV,"Pittsylvania County Public Schools",Female,319,21,6.6,170,116,9,0,3,3,125
2021,DIV,"Pittsylvania County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
